t,dx_px,dy_px,angle_x,angle_y,valid,spot_id,spot_score,height,yaw_deg,vn,ve,v_fwd,v_right,x,y,disp_n,disp_e
7.827,93.0,-273.0,-0.25628042221069336,-0.0905536413192749,1,0,127,0.970,-28.22,-0.0234,-0.0136,-0.0142,-0.0231,0.0751,0.0246,-0.0354,-0.0023
7.877,92.0,-269.0,-0.25252678990364075,-0.0895271897315979,1,0,127,0.970,-28.25,-0.0232,-0.0142,-0.0137,-0.0235,0.0755,0.0246,-0.0349,-0.0023
7.926,91.0,-269.0,-0.25251418352127075,-0.08855457603931427,1,0,110,0.970,-28.27,-0.0228,-0.0162,-0.0124,-0.0251,0.0761,0.0244,-0.0344,-0.0025
7.977,90.0,-269.0,-0.2525016963481903,-0.08758195489645004,1,0,127,0.970,-28.29,-0.0226,-0.0178,-0.0114,-0.0264,0.0764,0.0242,-0.0341,-0.0027
8.027,91.0,-270.0,-0.25344932079315186,-0.08856766670942307,1,0,127,0.960,-28.30,-0.0240,-0.0185,-0.0124,-0.0277,0.0765,0.0239,-0.0339,-0.0030
8.077,92.0,-274.0,-0.25720253586769104,-0.08959391713142395,1,0,127,0.960,-28.32,-0.0259,-0.0188,-0.0139,-0.0289,0.0765,0.0236,-0.0339,-0.0033
8.127,94.0,-274.0,-0.25722870230674744,-0.09154054522514343,1,0,127,0.950,-28.32,-0.0287,-0.0186,-0.0164,-0.0300,0.0764,0.0231,-0.0341,-0.0037
8.177,95.0,-275.0,-0.258177250623703,-0.09252779930830002,1,0,127,0.950,-28.33,-0.0309,-0.0177,-0.0188,-0.0303,0.0760,0.0232,-0.0344,-0.0037
8.226,96.0,-272.0,-0.25538480281829834,-0.09345906972885132,1,0,102,0.960,-28.33,-0.0324,-0.0174,-0.0203,-0.0307,0.0751,0.0236,-0.0353,-0.0033
8.276,96.0,-265.0,-0.24883680045604706,-0.09336283802986145,1,0,127,0.960,-28.32,-0.0323,-0.0183,-0.0197,-0.0314,0.0741,0.0241,-0.0364,-0.0028
8.326,97.0,-259.0,-0.2432359755039215,-0.09425383061170578,1,0,117,0.940,-28.30,-0.0301,-0.0201,-0.0170,-0.0319,0.0735,0.0243,-0.0370,-0.0026
8.377,97.0,-255.0,-0.23949283361434937,-0.09420108050107956,1,0,80,0.940,-28.29,-0.0261,-0.0226,-0.0122,-0.0322,0.0735,0.0242,-0.0370,-0.0027
8.427,98.0,-254.0,-0.23856961727142334,-0.09515844285488129,1,0,127,0.970,-28.26,-0.0213,-0.0256,-0.0066,-0.0326,0.0740,0.0235,-0.0364,-0.0034
8.477,99.0,-252.0,-0.23671041429042816,-0.09610240906476974,1,0,127,0.970,-28.24,-0.0176,-0.0283,-0.0021,-0.0333,0.0746,0.0224,-0.0358,-0.0045
8.527,102.0,-257.0,-0.24142992496490479,-0.09908124059438705,1,0,127,0.970,-28.20,-0.0148,-0.0295,0.0009,-0.0330,0.0750,0.0215,-0.0354,-0.0054
8.577,106.0,-261.0,-0.24522969126701355,-0.1030222624540329,1,0,89,0.970,-28.15,-0.0129,-0.0294,0.0025,-0.0320,0.0753,0.0208,-0.0351,-0.0061
8.627,109.0,-260.0,-0.2443365752696991,-0.10592076182365417,1,0,127,0.940,-28.10,-0.0113,-0.0286,0.0035,-0.0305,0.0757,0.0203,-0.0348,-0.0066
8.676,109.0,-257.0,-0.24152734875679016,-0.10587596148252487,1,0,116,0.940,-28.04,-0.0093,-0.0277,0.0048,-0.0288,0.0755,0.0199,-0.0349,-0.0070
8.726,112.0,-254.0,-0.2387610822916031,-0.10874225944280624,1,0,66,0.950,-27.97,-0.0063,-0.0277,0.0074,-0.0274,0.0754,0.0196,-0.0350,-0.0073
8.777,112.0,-250.0,-0.2350139617919922,-0.10868263244628906,1,0,127,0.950,-27.90,-0.0020,-0.0287,0.0117,-0.0263,0.0757,0.0192,-0.0347,-0.0077
8.827,112.0,-248.0,-0.2331402450799942,-0.1086532473564148,1,0,101,0.910,-27.84,0.0030,-0.0302,0.0167,-0.0253,0.0765,0.0183,-0.0340,-0.0086
8.877,113.0,-249.0,-0.23409150540828705,-0.10963737219572067,1,0,119,0.910,-27.76,0.0074,-0.0316,0.0213,-0.0245,0.0775,0.0171,-0.0330,-0.0098
8.926,117.0,-255.0,-0.23977287113666534,-0.1136084720492363,1,0,108,0.940,-27.68,0.0110,-0.0317,0.0245,-0.0230,0.0786,0.0159,-0.0319,-0.0110
8.977,119.0,-259.0,-0.24355216324329376,-0.11561363190412521,1,0,127,0.940,-27.60,0.0132,-0.0303,0.0258,-0.0208,0.0796,0.0147,-0.0308,-0.0121
9.026,125.0,-267.0,-0.25114861130714417,-0.12157750129699707,1,0,121,0.950,-27.51,0.0143,-0.0271,0.0252,-0.0174,0.0806,0.0140,-0.0298,-0.0129
9.076,124.0,-264.0,-0.2483198344707489,-0.12055309116840363,1,0,127,0.950,-27.42,0.0151,-0.0228,0.0238,-0.0133,0.0813,0.0140,-0.0292,-0.0129
9.126,125.0,-264.0,-0.2483368217945099,-0.121524378657341,1,0,127,0.950,-27.32,0.0160,-0.0188,0.0229,-0.0093,0.0823,0.0141,-0.0282,-0.0127
9.177,124.0,-264.0,-0.2483198344707489,-0.12055309116840363,1,0,110,0.950,-27.20,0.0174,-0.0153,0.0225,-0.0056,0.0833,0.0146,-0.0272,-0.0122
9.227,124.0,-260.0,-0.24457068741321564,-0.12048391252756119,1,0,117,0.960,-27.09,0.0192,-0.0132,0.0232,-0.0030,0.0842,0.0150,-0.0262,-0.0119
9.277,125.0,-260.0,-0.24458742141723633,-0.1214546337723732,1,0,116,0.960,-26.97,0.0212,-0.0116,0.0241,-0.0007,0.0854,0.0149,-0.0251,-0.0120
9.327,128.0,-267.0,-0.2512010931968689,-0.12449251115322113,1,0,57,0.960,-26.84,0.0225,-0.0099,0.0245,0.0013,0.0867,0.0147,-0.0238,-0.0122
9.377,128.0,-268.0,-0.25213849544525146,-0.12451082468032837,1,0,127,0.960,-26.71,0.0230,-0.0070,0.0237,0.0041,0.0880,0.0147,-0.0224,-0.0122
9.427,130.0,-273.0,-0.2568618059158325,-0.12654855847358704,1,0,127,0.960,-26.58,0.0221,-0.0023,0.0208,0.0078,0.0891,0.0149,-0.0213,-0.0120
9.476,132.0,-278.0,-0.2615865170955658,-0.12859129905700684,1,0,108,0.960,-26.44,0.0198,0.0024,0.0166,0.0110,0.0899,0.0155,-0.0206,-0.0113
9.526,132.0,-279.0,-0.26252397894859314,-0.12861108779907227,1,0,87,0.960,-26.29,0.0170,0.0078,0.0118,0.0145,0.0904,0.0166,-0.0201,-0.0103
9.577,131.0,-278.0,-0.26156750321388245,-0.12761808931827545,1,0,127,0.960,-26.14,0.0140,0.0125,0.0070,0.0174,0.0908,0.0179,-0.0196,-0.0090
9.627,127.0,-270.0,-0.253995418548584,-0.1235755905508995,1,0,127,0.950,-25.99,0.0123,0.0156,0.0042,0.0194,0.0913,0.0193,-0.0191,-0.0076
9.677,126.0,-266.0,-0.2502286732196808,-0.12253127247095108,1,0,127,0.950,-25.84,0.0107,0.0173,0.0021,0.0203,0.0916,0.0205,-0.0189,-0.0064
9.727,126.0,-263.0,-0.24741658568382263,-0.1224779412150383,1,0,121,0.940,-25.69,0.0106,0.0178,0.0019,0.0206,0.0922,0.0211,-0.0182,-0.0057
9.777,126.0,-259.0,-0.24366679787635803,-0.1224079579114914,1,0,127,0.940,-25.53,0.0108,0.0180,0.0020,0.0209,0.0927,0.0216,-0.0177,-0.0053
9.827,127.0,-261.0,-0.24555879831314087,-0.1234135851264,1,0,90,0.960,-25.38,0.0104,0.0193,0.0011,0.0218,0.0928,0.0226,-0.0177,-0.0043
9.876,128.0,-261.0,-0.24557599425315857,-0.12438438087701797,1,0,127,0.960,-25.21,0.0090,0.0210,-0.0008,0.0229,0.0925,0.0238,-0.0179,-0.0031
9.926,128.0,-261.0,-0.24557599425315857,-0.12438438087701797,1,0,127,0.950,-25.05,0.0068,0.0223,-0.0033,0.0231,0.0921,0.0249,-0.0183,-0.0020
9.977,128.0,-262.0,-0.24651360511779785,-0.12440222501754761,1,0,65,0.950,-24.87,0.0048,0.0234,-0.0055,0.0233,0.0915,0.0264,-0.0189,-0.0005
10.027,125.0,-255.0,-0.23990008234977722,-0.12136922031641006,1,0,101,0.980,-24.69,0.0032,0.0235,-0.0069,0.0226,0.0907,0.0278,-0.0197,0.0010
10.077,124.0,-249.0,-0.23425841331481934,-0.12030006945133209,1,0,127,0.980,-24.51,0.0025,0.0220,-0.0068,0.0210,0.0897,0.0291,-0.0207,0.0022
10.127,123.0,-241.0,-0.22674120962619781,-0.11920398473739624,1,0,127,0.930,-24.32,0.0039,0.0194,-0.0044,0.0193,0.0890,0.0302,-0.0214,0.0034
10.177,124.0,-237.0,-0.22300495207309723,-0.12011004239320755,1,0,127,0.930,-24.15,0.0072,0.0153,0.0003,0.0170,0.0888,0.0309,-0.0216,0.0040
10.227,127.0,-238.0,-0.22398896515369415,-0.12302875518798828,1,0,103,0.960,-23.93,0.0112,0.0109,0.0059,0.0145,0.0894,0.0309,-0.0210,0.0040
10.276,127.0,-235.0,-0.2211744338274002,-0.12298157066106796,1,0,127,0.960,-23.74,0.0151,0.0076,0.0108,0.0130,0.0901,0.0310,-0.0204,0.0041
10.326,130.0,-238.0,-0.22403618693351746,-0.12593182921409607,1,0,88,0.970,-23.50,0.0177,0.0051,0.0142,0.0117,0.0901,0.0314,-0.0203,0.0045
10.377,131.0,-239.0,-0.22499056160449982,-0.12691587209701538,1,0,127,0.970,-23.28,0.0199,0.0030,0.0171,0.0106,0.0903,0.0320,-0.0201,0.0051
10.427,132.0,-237.0,-0.22312982380390167,-0.1278506964445114,1,0,127,0.950,-23.08,0.0214,0.0004,0.0195,0.0088,0.0902,0.0322,-0.0203,0.0053
10.477,131.0,-233.0,-0.21935977041721344,-0.12681874632835388,1,0,127,0.950,-22.84,0.0230,-0.0019,0.0219,0.0072,0.0901,0.0326,-0.0203,0.0057
10.527,134.0,-227.0,-0.2137743979692459,-0.1296231895685196,1,0,127,0.960,-22.61,0.0258,-0.0061,0.0262,0.0043,0.0895,0.0329,-0.0209,0.0060
10.577,136.0,-227.0,-0.2138059288263321,-0.13155557215213776,1,0,127,0.960,-22.36,0.0292,-0.0101,0.0308,0.0018,0.0891,0.0326,-0.0214,0.0057
10.627,142.0,-227.0,-0.213903546333313,-0.13735218346118927,1,0,109,0.970,-22.15,0.0325,-0.0133,0.0351,-0.0000,0.0890,0.0320,-0.0214,0.0051
10.676,146.0,-227.0,-0.2139710783958435,-0.14121608436107635,1,0,103,0.970,-21.92,0.0391,-0.0162,0.0423,-0.0004,0.0898,0.0312,-0.0206,0.0043
10.727,150.0,-229.0,-0.21592086553573608,-0.14511533081531525,1,0,127,0.950,-21.69,0.0430,-0.0176,0.0464,-0.0004,0.0907,0.0303,-0.0197,0.0034
10.777,155.0,-233.0,-0.2197732925415039,-0.15002042055130005,1,0,127,0.950,-21.45,0.0470,-0.0195,0.0509,-0.0009,0.0916,0.0272,-0.0188,0.0003
10.827,158.0,-240.0,-0.22641415894031525,-0.15305712819099426,1,0,127,0.950,-21.22,0.0485,-0.0196,0.0523,-0.0008,0.0927,0.0253,-0.0178,-0.0016
10.877,159.0,-238.0,-0.22455279529094696,-0.15398436784744263,1,0,127,0.950,-20.98,0.0486,-0.0197,0.0524,-0.0009,0.0929,0.0238,-0.0175,-0.0031
10.927,162.0,-237.0,-0.22367164492607117,-0.1568649560213089,1,0,127,0.940,-20.75,0.0487,-0.0191,0.0523,-0.0006,0.0928,0.0223,-0.0176,-0.0046
10.977,164.0,-235.0,-0.22182972729206085,-0.1587577611207962,1,0,127,0.940,-20.52,0.0473,-0.0205,0.0515,-0.0027,0.0913,0.0185,-0.0191,-0.0084
11.026,169.0,-236.0,-0.2228734791278839,-0.16361075639724731,1,0,127,0.940,-20.29,0.0474,-0.0224,0.0522,-0.0046,0.0902,0.0149,-0.0202,-0.0120
11.077,173.0,-235.0,-0.22201603651046753,-0.1674550473690033,1,0,127,0.940,-20.07,0.0487,-0.0229,0.0536,-0.0048,0.0894,0.0109,-0.0210,-0.0160
11.126,178.0,-237.0,-0.22400905191898346,-0.17233024537563324,1,0,127,0.950,-19.84,0.0502,-0.0217,0.0546,-0.0034,0.0889,0.0073,-0.0216,-0.0196
11.177,182.0,-243.0,-0.22975511848926544,-0.17633409798145294,1,0,127,0.950,-19.62,0.0514,-0.0192,0.0549,-0.0009,0.0887,0.0041,-0.0217,-0.0228
11.226,183.0,-244.0,-0.23072123527526855,-0.1773247867822647,1,0,116,0.950,-19.39,0.0513,-0.0152,0.0535,0.0027,0.0889,0.0015,-0.0215,-0.0254
11.277,185.0,-248.0,-0.23454011976718903,-0.1793557107448578,1,0,123,0.950,-19.15,0.0497,-0.0107,0.0505,0.0063,0.0890,-0.0004,-0.0215,-0.0273
11.327,188.0,-253.0,-0.23932887613773346,-0.18238398432731628,1,0,127,0.940,-18.92,0.0467,-0.0054,0.0459,0.0101,0.0888,-0.0014,-0.0217,-0.0283
11.377,186.0,-250.0,-0.2364502251148224,-0.18037261068820953,1,0,127,0.940,-18.70,0.0435,-0.0004,0.0413,0.0135,0.0882,-0.0023,-0.0223,-0.0292
11.427,189.0,-249.0,-0.23558145761489868,-0.18325112760066986,1,0,127,0.940,-18.47,0.0418,0.0042,0.0383,0.0172,0.0878,-0.0025,-0.0226,-0.0294
11.477,189.0,-245.0,-0.2318083792924881,-0.18315187096595764,1,0,97,0.940,-18.25,0.0409,0.0086,0.0362,0.0210,0.0878,-0.0023,-0.0226,-0.0292
11.527,190.0,-241.0,-0.22805903851985931,-0.18402105569839478,1,0,114,0.950,-18.03,0.0416,0.0135,0.0353,0.0257,0.0880,-0.0021,-0.0224,-0.0290
11.576,191.0,-242.0,-0.22902697324752808,-0.185012087225914,1,0,127,0.950,-17.81,0.0428,0.0182,0.0352,0.0304,0.0885,-0.0016,-0.0220,-0.0285
11.627,192.0,-243.0,-0.2299952208995819,-0.18600349128246307,1,0,127,0.930,-17.58,0.0434,0.0228,0.0345,0.0349,0.0890,-0.0009,-0.0214,-0.0278
11.677,193.0,-247.0,-0.2337949275970459,-0.18707074224948883,1,0,125,0.930,-17.38,0.0432,0.0276,0.0330,0.0393,0.0898,0.0001,-0.0207,-0.0268
11.727,191.0,-247.0,-0.23374468088150024,-0.18513604998588562,1,0,127,0.930,-17.14,0.0406,0.0321,0.0294,0.0426,0.0895,0.0017,-0.0210,-0.0252
11.776,186.0,-245.0,-0.23173554241657257,-0.18025031685829163,1,0,127,0.930,-16.92,0.0377,0.0355,0.0257,0.0449,0.0891,0.0034,-0.0213,-0.0235
11.827,184.0,-241.0,-0.22791625559329987,-0.17822103202342987,1,0,127,0.960,-16.71,0.0348,0.0377,0.0225,0.0461,0.0886,0.0049,-0.0218,-0.0220
11.877,185.0,-238.0,-0.22511062026023865,-0.17911748588085175,1,0,127,0.960,-16.51,0.0329,0.0378,0.0208,0.0456,0.0881,0.0061,-0.0223,-0.0208
11.927,183.0,-233.0,-0.2203497737646103,-0.17707118391990662,1,0,127,0.970,-16.32,0.0324,0.0371,0.0207,0.0448,0.0874,0.0067,-0.0230,-0.0202
11.977,184.0,-230.0,-0.2175428569316864,-0.17796969413757324,1,0,122,0.970,-16.16,0.0325,0.0367,0.0210,0.0443,0.0864,0.0076,-0.0240,-0.0192
12.026,183.0,-224.0,-0.21186169981956482,-0.1768735945224762,1,0,127,0.930,-15.98,0.0334,0.0356,0.0223,0.0434,0.0854,0.0084,-0.0250,-0.0185
12.077,182.0,-224.0,-0.21184022724628448,-0.17590893805027008,1,0,127,0.930,-15.79,0.0341,0.0345,0.0234,0.0425,0.0846,0.0093,-0.0259,-0.0176
12.127,180.0,-225.0,-0.21274061501026154,-0.17400074005126953,1,0,127,0.940,-15.64,0.0345,0.0327,0.0244,0.0407,0.0841,0.0098,-0.0264,-0.0171
12.177,178.0,-225.0,-0.21269835531711578,-0.17207100987434387,1,0,123,0.940,-15.47,0.0341,0.0297,0.0250,0.0378,0.0837,0.0102,-0.0268,-0.0167
12.227,175.0,-225.0,-0.21263596415519714,-0.16917623579502106,1,0,127,0.960,-15.34,0.0332,0.0262,0.0251,0.0341,0.0834,0.0109,-0.0271,-0.0160
12.277,175.0,-222.0,-0.2098085731267929,-0.16911490261554718,1,0,127,0.960,-15.21,0.0330,0.0217,0.0261,0.0296,0.0828,0.0111,-0.0276,-0.0158
12.327,174.0,-216.0,-0.20413336157798767,-0.16803109645843506,1,0,127,0.960,-15.10,0.0335,0.0167,0.0280,0.0248,0.0822,0.0113,-0.0283,-0.0155
12.376,175.0,-211.0,-0.1994393914937973,-0.16889792680740356,1,0,127,0.960,-15.00,0.0353,0.0122,0.0309,0.0210,0.0816,0.0114,-0.0288,-0.0154
12.427,178.0,-209.0,-0.1976114958524704,-0.17174898087978363,1,0,127,0.970,-14.93,0.0388,0.0076,0.0355,0.0173,0.0815,0.0111,-0.0289,-0.0158
12.477,181.0,-207.0,-0.19578342139720917,-0.17459887266159058,1,0,107,0.970,-14.86,0.0434,0.0042,0.0409,0.0152,0.0821,0.0108,-0.0283,-0.0161
12.527,184.0,-212.0,-0.20056135952472687,-0.17758701741695404,1,0,127,0.940,-14.81,0.0470,0.0016,0.0451,0.0135,0.0829,0.0105,-0.0275,-0.0164
12.577,185.0,-214.0,-0.20246931910514832,-0.17859122157096863,1,0,119,0.940,-14.77,0.0492,0.0001,0.0475,0.0127,0.0835,0.0100,-0.0270,-0.0169
12.627,189.0,-223.0,-0.21104936301708221,-0.18263879418373108,1,0,127,0.970,-14.75,0.0495,-0.0013,0.0482,0.0113,0.0837,0.0093,-0.0267,-0.0176
12.676,189.0,-222.0,-0.21010544896125793,-0.18261675536632538,1,0,127,0.970,-14.74,0.0476,-0.0035,0.0470,0.0088,0.0832,0.0078,-0.0273,-0.0191
12.727,189.0,-221.0,-0.20916154980659485,-0.18259485065937042,1,0,118,0.950,-14.75,0.0469,-0.0044,0.0464,0.0077,0.0836,0.0069,-0.0268,-0.0200
12.777,192.0,-223.0,-0.21111653745174408,-0.18553173542022705,1,0,127,0.950,-14.79,0.0471,-0.0051,0.0469,0.0071,0.0843,0.0062,-0.0262,-0.0207
12.826,193.0,-216.0,-0.20452851057052612,-0.18634088337421417,1,0,127,0.940,-14.85,0.0477,-0.0049,0.0473,0.0074,0.0844,0.0055,-0.0260,-0.0214
12.877,198.0,-218.0,-0.20652993023395538,-0.1912025809288025,1,0,127,0.940,-14.93,0.0494,-0.0045,0.0489,0.0083,0.0847,0.0044,-0.0257,-0.0225
12.927,204.0,-218.0,-0.2066691815853119,-0.1969832330942154,1,0,127,0.960,-15.02,0.0518,-0.0032,0.0508,0.0103,0.0851,0.0029,-0.0253,-0.0240
12.977,206.0,-217.0,-0.20577076077461243,-0.1988864541053772,1,0,121,0.960,-15.12,0.0541,-0.0004,0.0524,0.0137,0.0861,0.0017,-0.0243,-0.0252
13.026,209.0,-225.0,-0.21341150999069214,-0.2019699066877365,1,0,127,0.950,-15.22,0.0550,0.0036,0.0521,0.0179,0.0868,0.0007,-0.0236,-0.0262
13.076,209.0,-228.0,-0.21624945104122162,-0.20204469561576843,1,0,127,0.950,-15.33,0.0547,0.0081,0.0506,0.0223,0.0876,0.0002,-0.0228,-0.0267
13.126,206.0,-233.0,-0.22090156376361847,-0.19927650690078735,1,0,121,0.950,-15.45,0.0526,0.0136,0.0471,0.0271,0.0880,0.0003,-0.0224,-0.0266
13.177,204.0,-233.0,-0.22085072100162506,-0.19734616577625275,1,0,127,0.950,-15.57,0.0502,0.0182,0.0434,0.0310,0.0881,0.0008,-0.0223,-0.0261
13.226,206.0,-233.0,-0.22090156376361847,-0.19927650690078735,1,0,127,0.950,-15.72,0.0482,0.0229,0.0402,0.0351,0.0880,0.0015,-0.0225,-0.0254
13.277,207.0,-231.0,-0.21903593838214874,-0.20019090175628662,1,0,127,0.950,-15.87,0.0469,0.0261,0.0380,0.0379,0.0871,0.0017,-0.0233,-0.0252
13.327,208.0,-228.0,-0.21622413396835327,-0.20108023285865784,1,0,127,0.970,-16.02,0.0461,0.0288,0.0364,0.0404,0.0858,0.0010,-0.0246,-0.0259
13.377,207.0,-226.0,-0.21430745720863342,-0.20006626844406128,1,0,127,0.970,-16.21,0.0459,0.0294,0.0359,0.0411,0.0842,-0.0014,-0.0262,-0.0283
13.426,208.0,-231.0,-0.2190614938735962,-0.20115576684474945,1,0,102,0.960,-16.38,0.0465,0.0308,0.0359,0.0426,0.0833,-0.0036,-0.0271,-0.0305
13.477,206.0,-234.0,-0.22184701263904572,-0.19930191338062286,1,0,127,0.960,-16.56,0.0464,0.0319,0.0354,0.0438,0.0828,-0.0056,-0.0276,-0.0325
13.527,201.0,-238.0,-0.2254997193813324,-0.19457554817199707,1,0,127,0.910,-16.72,0.0455,0.0317,0.0344,0.0434,0.0822,-0.0073,-0.0282,-0.0342
13.577,195.0,-237.0,-0.22440548241138458,-0.18875503540039062,1,0,127,0.910,-16.93,0.0435,0.0304,0.0327,0.0417,0.0812,-0.0094,-0.0292,-0.0363
13.627,191.0,-240.0,-0.22713972628116608,-0.18496333062648773,1,0,127,0.930,-17.11,0.0416,0.0288,0.0313,0.0397,0.0803,-0.0107,-0.0302,-0.0376
13.677,186.0,-236.0,-0.2232474982738495,-0.18003727495670319,1,0,127,0.930,-17.33,0.0404,0.0253,0.0311,0.0362,0.0791,-0.0125,-0.0313,-0.0394
13.727,185.0,-234.0,-0.22133809328079224,-0.17902535200119019,1,0,120,0.960,-17.57,0.0412,0.0227,0.0324,0.0341,0.0788,-0.0137,-0.0316,-0.0406
13.777,189.0,-239.0,-0.22614803910255432,-0.18300646543502808,1,0,127,0.960,-17.86,0.0432,0.0216,0.0345,0.0338,0.0792,-0.0149,-0.0313,-0.0418
13.827,195.0,-245.0,-0.23195791244506836,-0.18895432353019714,1,0,127,0.960,-18.10,0.0437,0.0233,0.0343,0.0357,0.0797,-0.0160,-0.0308,-0.0429
13.876,199.0,-254.0,-0.24055910110473633,-0.19306042790412903,1,0,127,0.960,-18.35,0.0429,0.0297,0.0314,0.0417,0.0806,-0.0169,-0.0299,-0.0438
13.927,200.0,-267.0,-0.2528599798679352,-0.1943923532962799,1,0,127,0.910,-18.59,0.0379,0.0413,0.0228,0.0512,0.0814,-0.0170,-0.0290,-0.0439
13.977,198.0,-274.0,-0.2594091296195984,-0.19265501201152802,1,0,127,0.910,-18.81,0.0321,0.0498,0.0143,0.0575,0.0816,-0.0158,-0.0288,-0.0427
14.027,188.0,-275.0,-0.26006969809532166,-0.18297089636325836,1,0,127,0.940,-19.01,0.0234,0.0575,0.0034,0.0619,0.0810,-0.0143,-0.0294,-0.0412
14.076,178.0,-269.0,-0.25415322184562683,-0.17309820652008057,1,0,118,0.940,-19.22,0.0138,0.0612,-0.0071,0.0624,0.0795,-0.0128,-0.0309,-0.0397
14.126,168.0,-257.0,-0.24261808395385742,-0.16310499608516693,1,0,127,0.960,-19.43,0.0079,0.0598,-0.0124,0.0591,0.0782,-0.0125,-0.0322,-0.0393
14.177,166.0,-250.0,-0.23598706722259521,-0.16100962460041046,1,0,127,0.960,-19.65,0.0061,0.0563,-0.0132,0.0551,0.0779,-0.0128,-0.0325,-0.0397
14.227,169.0,-249.0,-0.23511168360710144,-0.16389229893684387,1,0,127,0.960,-19.89,0.0062,0.0541,-0.0126,0.0530,0.0781,-0.0132,-0.0323,-0.0401
14.276,169.0,-248.0,-0.23417048156261444,-0.16387005150318146,1,0,127,0.960,-20.12,0.0068,0.0524,-0.0116,0.0515,0.0786,-0.0142,-0.0319,-0.0411
14.326,174.0,-260.0,-0.24558115005493164,-0.1689925491809845,1,0,127,0.950,-20.35,0.0060,0.0541,-0.0132,0.0528,0.0789,-0.0144,-0.0315,-0.0413
14.377,172.0,-263.0,-0.24835744500160217,-0.16712556779384613,1,0,127,0.950,-20.55,0.0026,0.0580,-0.0179,0.0552,0.0790,-0.0137,-0.0314,-0.0406
14.427,163.0,-263.0,-0.24814900755882263,-0.1583939492702484,1,0,127,0.950,-20.74,-0.0027,0.0621,-0.0245,0.0571,0.0785,-0.0123,-0.0319,-0.0392
14.476,157.0,-258.0,-0.2433173805475235,-0.1524626761674881,1,0,127,0.950,-20.93,-0.0092,0.0635,-0.0313,0.0560,0.0771,-0.0110,-0.0334,-0.0379
14.527,147.0,-247.0,-0.23278118669986725,-0.1425478458404541,1,0,127,0.930,-21.11,-0.0139,0.0605,-0.0348,0.0514,0.0752,-0.0101,-0.0352,-0.0370
14.577,144.0,-237.0,-0.223332479596138,-0.13945893943309784,1,0,127,0.930,-21.29,-0.0160,0.0543,-0.0347,0.0448,0.0733,-0.0099,-0.0372,-0.0368
14.627,144.0,-226.0,-0.21299737691879272,-0.1392671763896942,1,0,114,0.970,-21.49,-0.0143,0.0463,-0.0303,0.0378,0.0717,-0.0104,-0.0387,-0.0373
14.677,145.0,-220.0,-0.20737500488758087,-0.1401320844888687,1,0,127,0.970,-21.70,-0.0098,0.0391,-0.0236,0.0327,0.0710,-0.0108,-0.0394,-0.0377
14.727,151.0,-225.0,-0.21217775344848633,-0.14600984752178192,1,0,127,0.970,-21.92,-0.0046,0.0346,-0.0172,0.0303,0.0707,-0.0108,-0.0397,-0.0377
14.777,152.0,-229.0,-0.21595671772956848,-0.14704746007919312,1,0,127,0.970,-22.12,-0.0010,0.0326,-0.0132,0.0299,0.0706,-0.0106,-0.0399,-0.0375
14.827,152.0,-235.0,-0.2215978056192398,-0.14715825021266937,1,0,127,0.950,-22.30,0.0005,0.0325,-0.0119,0.0303,0.0701,-0.0100,-0.0404,-0.0369
14.877,148.0,-235.0,-0.22152471542358398,-0.14329098165035248,1,0,127,0.950,-22.51,-0.0003,0.0322,-0.0126,0.0297,0.0691,-0.0092,-0.0414,-0.0360
14.927,143.0,-229.0,-0.21579939126968384,-0.13835221529006958,1,0,127,0.940,-22.69,-0.0016,0.0295,-0.0129,0.0266,0.0676,-0.0085,-0.0429,-0.0354
14.977,141.0,-225.0,-0.2120080292224884,-0.13635292649269104,1,0,94,0.940,-22.86,-0.0012,0.0248,-0.0108,0.0224,0.0662,-0.0084,-0.0443,-0.0352
15.027,141.0,-215.0,-0.20261149108409882,-0.13619187474250793,1,0,127,0.970,-23.05,0.0017,0.0182,-0.0056,0.0174,0.0651,-0.0089,-0.0454,-0.0358
15.076,145.0,-210.0,-0.19797401130199432,-0.13997063040733337,1,0,127,0.970,-23.25,0.0080,0.0108,0.0031,0.0131,0.0645,-0.0104,-0.0459,-0.0373
15.127,150.0,-209.0,-0.19711317121982574,-0.14477400481700897,1,0,127,0.930,-23.47,0.0161,0.0049,0.0128,0.0110,0.0648,-0.0122,-0.0456,-0.0391
15.177,154.0,-213.0,-0.20094256103038788,-0.14869607985019684,1,0,127,0.930,-23.65,0.0240,0.0017,0.0213,0.0112,0.0656,-0.0139,-0.0448,-0.0408
15.227,159.0,-226.0,-0.21326343715190887,-0.15375231206417084,1,0,127,0.950,-23.85,0.0297,0.0008,0.0268,0.0128,0.0668,-0.0156,-0.0436,-0.0425
15.276,158.0,-229.0,-0.21606725454330444,-0.1528431624174118,1,0,127,0.950,-24.03,0.0323,0.0013,0.0289,0.0143,0.0677,-0.0171,-0.0427,-0.0440
15.327,155.0,-236.0,-0.22259439527988434,-0.15007762610912323,1,0,110,0.940,-24.20,0.0323,0.0021,0.0286,0.0151,0.0683,-0.0182,-0.0421,-0.0451
15.377,154.0,-239.0,-0.2253960371017456,-0.149168461561203,1,0,127,0.940,-24.38,0.0310,0.0021,0.0274,0.0147,0.0684,-0.0196,-0.0421,-0.0465
